                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 4.2026,                 16.127,                 3.2502,                      0,                      0,                      0,                      0,                  6.982,                 33.593,                 4.2174,             0.00052793,             0.00052793,             0.00052793
                     17,                 3.4613,                 11.001,                 3.0064,                      0,                      0,                      0,                      0,                 6.9833,                 33.546,                 4.2258,             0.00055546,             0.00055546,             0.00055546
                     18,                 3.7498,                 9.6557,                 2.2178,                      0,                      0,                      0,                      0,                 6.9848,                 33.465,                 4.2348,             0.00058219,             0.00058219,             0.00058219
                     19,                 3.1182,                 9.7658,                 2.0502,                      0,                      0,                      0,                      0,                 6.9865,                 33.301,                 4.2451,             0.00060813,             0.00060813,             0.00060813
                     20,                 3.1916,                  10.27,                 2.3217,                      0,                      0,                      0,                      0,                 6.9883,                 33.062,                 4.2564,             0.00063328,             0.00063328,             0.00063328
                     21,                 3.8644,                 7.6486,                   2.63,                      0,                      0,                      0,                      0,                 6.9904,                 32.763,                 4.2699,             0.00065764,             0.00065764,             0.00065764
                     22,                 3.5698,                 6.6474,                 2.0477,                      0,                      0,                      0,                      0,                 6.9925,                 32.321,                 4.2842,             0.00068121,             0.00068121,             0.00068121
                     23,                 3.5331,                 9.6457,                 2.4964,                      0,                      0,                      0,                      0,                 6.9948,                 31.458,                 4.2993,             0.00070398,             0.00070398,             0.00070398
                     24,                 3.4312,                 7.2114,                 1.8127,                      0,                      0,                      0,                      0,                 6.9972,                 30.498,                 4.3145,             0.00072596,             0.00072596,             0.00072596
                     25,                 2.8378,                 7.6986,                 1.6379,                      0,                      0,                      0,                      0,                 7.0003,                 30.019,                 4.3345,             0.00074715,             0.00074715,             0.00074715
                     26,                 3.2371,                 8.8963,                 1.6587,                      0,                      0,                      0,                      0,                 7.0037,                 29.516,                  4.356,             0.00076755,             0.00076755,             0.00076755
                     27,                 2.8711,                  6.592,                   1.44,                      0,                      0,                      0,                      0,                 7.0084,                 29.059,                 4.3889,             0.00078716,             0.00078716,             0.00078716
                     28,                 2.8074,                 6.4683,                  1.734,                      0,                      0,                      0,                      0,                 7.0084,                 29.059,                 4.3889,             0.00080597,             0.00080597,             0.00080597
                     29,                 3.3707,                 7.3058,                 2.0642,                      0,                      0,                      0,                      0,                 7.0137,                 28.496,                 4.4263,             0.00082399,             0.00082399,             0.00082399
                     30,                 3.1337,                 7.5068,                 1.8875,                      0,                      0,                      0,                      0,                 7.0194,                 28.266,                  4.468,             0.00084122,             0.00084122,             0.00084122
                     31,                 2.8672,                 7.1717,                 1.7055,                      0,                      0,                      0,                      0,                 7.0194,                 28.266,                  4.468,             0.00085766,             0.00085766,             0.00085766
                     32,                 3.1404,                  5.939,                 1.4113,                      0,                      0,                      0,                      0,                 7.0248,                 28.642,                 4.5077,             0.00087331,             0.00087331,             0.00087331
                     33,                 2.7821,                 5.9789,                 1.4254,                      0,                      0,                      0,                      0,                 7.0308,                 30.479,                 4.5542,             0.00088816,             0.00088816,             0.00088816
                     34,                 2.9091,                 5.2416,                 1.5288,                      0,                      0,                      0,                      0,                 7.0308,                 30.479,                 4.5542,             0.00090222,             0.00090222,             0.00090222
                     35,                 2.8971,                 7.2546,                 1.3767,                      0,                      0,                      0,                      0,                 6.6556,                 29.714,                 4.3472,             0.00091549,             0.00091549,             0.00091549
                     36,                 2.6962,                 6.3961,                 1.3714,                      0,                      0,                      0,                      0,                 6.4464,                 28.085,                 4.2325,             0.00092797,             0.00092797,             0.00092797
                     37,                 2.8192,                 5.3352,                 1.2845,                      0,                      0,                      0,                      0,                 6.4464,                 28.085,                 4.2325,             0.00093966,             0.00093966,             0.00093966
                     38,                 2.9279,                  5.086,                 1.3935,                      0,                      0,                      0,                      0,                 6.2297,                 26.215,                  4.104,             0.00095055,             0.00095055,             0.00095055
                     39,                 2.6773,                 5.5581,                 1.3732,                      0,                      0,                      0,                      0,                 6.0761,                 24.271,                 3.9986,             0.00096065,             0.00096065,             0.00096065
                     40,                  3.026,                 5.1074,                 1.3146,                      0,                      0,                      0,                      0,                 6.0761,                 24.271,                 3.9986,             0.00096996,             0.00096996,             0.00096996
                     41,                 2.9294,                 5.5492,                 1.3276,                      0,                      0,                      0,                      0,                 5.8405,                 25.892,                 3.8485,             0.00097848,             0.00097848,             0.00097848
                     42,                 2.7538,                 5.6659,                 1.3713,                      0,                      0,                      0,                      0,                 5.6952,                 27.861,                 3.7605,             0.00098621,             0.00098621,             0.00098621
                     43,                  3.011,                 6.2965,                 1.4549,                      0,                      0,                      0,                      0,                 5.6952,                 27.861,                 3.7605,             0.00099314,             0.00099314,             0.00099314
                     44,                 2.7197,                  5.545,                 1.2251,                      0,                      0,                      0,                      0,                 5.5318,                 29.151,                  3.663,             0.00099928,             0.00099928,             0.00099928
                     45,                 3.1503,                  4.661,                 1.3856,                      0,                      0,                      0,                      0,                 5.5318,                 29.151,                  3.663,              0.0010046,              0.0010046,              0.0010046
                     46,                 2.9025,                 5.0711,                 1.2449,                      0,                      0,                      0,                      0,                 5.2548,                 28.917,                 3.5082,              0.0010092,              0.0010092,              0.0010092
                     47,                 2.7126,                 6.3294,                 1.2687,                      0,                      0,                      0,                      0,                 5.2548,                 28.917,                 3.5082,               0.001013,               0.001013,               0.001013
                     48,                 2.8486,                 6.2037,                 1.3653,                      0,                      0,                      0,                      0,                 5.1413,                 27.618,                 3.4427,              0.0010159,              0.0010159,              0.0010159
                     49,                 2.5688,                 4.4882,                 1.2559,                      0,                      0,                      0,                      0,                 5.1413,                 27.618,                 3.4427,              0.0010181,              0.0010181,              0.0010181
                     50,                 2.4871,                 4.6777,                  1.139,                      0,                      0,                      0,                      0,                 5.0145,                 26.358,                 3.3649,              0.0010195,              0.0010195,              0.0010195
                     51,                  2.774,                 4.9873,                 1.2284,                      0,                      0,                      0,                      0,                 5.0145,                 26.358,                 3.3649,                0.00101,                0.00101,                0.00101
                     52,                 2.2425,                 4.8439,                 1.0602,                      0,                      0,                      0,                      0,                 5.1194,                 26.007,                 3.4227,              0.0009902,              0.0009902,              0.0009902
                     53,                 2.5441,                 5.1381,                 1.2165,                      0,                      0,                      0,                      0,                 5.1194,                 26.007,                 3.4227,              0.0009704,              0.0009704,              0.0009704
                     54,                 2.1984,                 4.0873,                 1.1466,                      0,                      0,                      0,                      0,                 5.5947,                 26.579,                 3.6847,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.5305,                 3.9385,                 1.2573,                      0,                      0,                      0,                      0,                 5.5947,                 26.579,                 3.6847,              0.0009308,              0.0009308,              0.0009308
                     56,                 2.7474,                 4.8535,                 1.2132,                      0,                      0,                      0,                      0,                 6.9871,                 28.315,                  4.333,               0.000911,               0.000911,               0.000911
                     57,                 2.6847,                 5.0684,                  1.307,                      0,                      0,                      0,                      0,                 6.9871,                 28.315,                  4.333,              0.0008912,              0.0008912,              0.0008912
                     58,                 2.5445,                 3.8533,                 1.2201,                      0,                      0,                      0,                      0,                 6.2207,                 18.708,                 3.0846,              0.0008714,              0.0008714,              0.0008714
                     59,                 2.3279,                 4.0512,                 1.1174,                      0,                      0,                      0,                      0,                 6.2207,                 18.708,                 3.0846,              0.0008516,              0.0008516,              0.0008516
                     60,                 2.1723,                 3.9041,                 1.0807,                0.00333,                      1,                0.23707,                0.09872,                 3.0537,                 6.7791,                 2.5362,              0.0008318,              0.0008318,              0.0008318
                     61,                 2.7851,                 4.2303,                  1.347,                0.00333,                      1,                0.23707,                0.09872,                 3.0537,                 6.7791,                 2.5362,               0.000812,               0.000812,               0.000812
                     62,                 2.5764,                 3.2994,                  1.161,                0.00333,                      1,                0.33661,                0.07602,                 2.4384,                 5.5011,                 2.2429,              0.0007922,              0.0007922,              0.0007922
                     63,                 2.2104,                 3.5219,                 1.0524,                0.00333,                      1,                0.33661,                0.07602,                 2.4384,                 5.5011,                 2.2429,              0.0007724,              0.0007724,              0.0007724
                     64,                 2.3035,                 3.9805,                 1.1031,                0.28924,                    0.5,                0.37881,                0.13689,                 2.3419,                 4.7909,                 2.0394,              0.0007526,              0.0007526,              0.0007526
                     65,                 2.2989,                 3.8025,                 1.0862,                0.28924,                    0.5,                0.37881,                0.13689,                 2.3419,                 4.7909,                 2.0394,              0.0007328,              0.0007328,              0.0007328
                     66,                 2.5093,                 3.9546,                 1.0981,                0.26414,                0.13207,                0.53246,                0.24127,                 1.8097,                 4.9946,                 1.8744,               0.000713,               0.000713,               0.000713
                     67,                 2.2027,                 3.8045,                 1.0746,                0.26414,                0.13207,                0.53246,                0.24127,                 1.8097,                 4.9946,                 1.8744,              0.0006932,              0.0006932,              0.0006932
                     68,                 2.1413,                 3.5485,                 1.2053,                0.69296,                0.75869,                0.74625,                0.22837,                 2.2829,                 4.4718,                 1.8269,              0.0006734,              0.0006734,              0.0006734
                     69,                 2.3173,                 3.4302,                 1.0974,                0.69296,                0.75869,                0.74625,                0.22837,                 2.2829,                 4.4718,                 1.8269,              0.0006536,              0.0006536,              0.0006536
                     70,                 2.1432,                 3.8127,                 1.0205,                0.62817,                0.16667,                 0.7875,                0.30328,                 2.1953,                 4.1857,                 1.7547,              0.0006338,              0.0006338,              0.0006338
                     71,                 2.1948,                 4.4049,                 1.2224,                0.62817,                0.16667,                 0.7875,                0.30328,                 2.1953,                 4.1857,                 1.7547,               0.000614,               0.000614,               0.000614
                     72,                 2.1852,                  3.636,                 1.0912,                0.61077,                0.16667,                 0.8125,                0.34336,                  2.058,                 4.0283,                 1.6944,              0.0005942,              0.0005942,              0.0005942
                     73,                 2.2434,                 3.3493,                 1.1009,                0.61077,                0.16667,                 0.8125,                0.34336,                  2.058,                 4.0283,                 1.6944,              0.0005744,              0.0005744,              0.0005744
                     74,                 2.0194,                 3.4855,                 1.0936,                      1,                0.55089,                0.97214,                0.46429,                 1.9737,                 3.9461,                 1.6041,              0.0005546,              0.0005546,              0.0005546
                     75,                 2.0854,                 3.4508,                 1.0796,                      1,                0.55089,                0.97214,                0.46429,                 1.9737,                 3.9461,                 1.6041,              0.0005348,              0.0005348,              0.0005348
                     76,                 2.2054,                  3.146,                 1.0795,                0.88721,                0.83333,                0.97214,                0.47028,                   1.98,                 3.5936,                 1.5548,               0.000515,               0.000515,               0.000515
                     77,                 2.1247,                 3.2778,                 1.1561,                0.88721,                0.83333,                0.97214,                0.47028,                   1.98,                 3.5936,                 1.5548,              0.0004952,              0.0004952,              0.0004952
                     78,                 2.2163,                 3.5917,                 1.2648,                      1,                0.97246,                  0.995,                0.48882,                 2.0946,                 3.2891,                 1.5546,              0.0004754,              0.0004754,              0.0004754
                     79,                 2.0386,                 3.2322,                 1.0225,                      1,                0.97246,                  0.995,                0.48882,                 2.0946,                 3.2891,                 1.5546,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.9791,                 3.0622,                 1.0001,                      1,                0.93207,                  0.995,                0.47911,                 2.1212,                 3.2517,                 1.5661,              0.0004358,              0.0004358,              0.0004358
                     81,                  1.818,                 3.1437,                 1.0556,                      1,                0.93207,                  0.995,                0.47911,                 2.1212,                 3.2517,                 1.5661,               0.000416,               0.000416,               0.000416
                     82,                 1.9684,                 3.2679,                0.99466,                      1,                0.92759,                  0.995,                0.42588,                 2.1823,                 3.2963,                 1.5842,              0.0003962,              0.0003962,              0.0003962
                     83,                  1.872,                 3.0338,                 1.0485,                      1,                0.92759,                  0.995,                0.42588,                 2.1823,                 3.2963,                 1.5842,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.8669,                 2.9979,                 1.1482,                      1,                0.94061,                  0.995,                0.43038,                  2.201,                 3.3925,                 1.6021,              0.0003566,              0.0003566,              0.0003566
                     85,                 2.0037,                 3.2112,                 1.0211,                      1,                0.94061,                  0.995,                0.43038,                  2.201,                 3.3925,                 1.6021,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.9432,                 3.4075,                 1.0091,                      1,                0.96005,                  0.995,                0.41556,                 2.2189,                 3.4626,                 1.6138,               0.000317,               0.000317,               0.000317
                     87,                 2.0098,                 2.8204,                 1.1059,                      1,                0.96005,                  0.995,                0.41556,                 2.2189,                 3.4626,                 1.6138,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.9539,                 2.6928,                0.97032,                      1,                0.98304,                  0.995,                0.35857,                 2.2273,                 3.4729,                 1.6194,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.9138,                 3.4277,                 1.0035,                      1,                0.98304,                  0.995,                0.35857,                 2.2273,                 3.4729,                 1.6194,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.9861,                 2.7325,                 1.1178,                0.99127,                      1,                  0.995,                0.34246,                 2.2321,                 3.4409,                 1.6196,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.9701,                 3.2144,                 1.0946,                0.99127,                      1,                  0.995,                0.34246,                 2.2321,                 3.4409,                 1.6196,               0.000218,               0.000218,               0.000218
                     92,                 1.8328,                 3.2759,                 1.0707,                0.98435,                      1,                  0.995,                0.37195,                 2.1918,                 3.3993,                 1.5927,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.9053,                 3.0552,                 1.1587,                0.98435,                      1,                  0.995,                0.37195,                 2.1918,                 3.3993,                 1.5927,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.9368,                 3.3416,                 1.1459,                0.98437,                      1,                  0.995,                0.39327,                 2.1312,                 3.3762,                 1.5598,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.7915,                 2.9874,                 1.0557,                0.98437,                      1,                  0.995,                0.39327,                 2.1312,                 3.3762,                 1.5598,              0.0001388,              0.0001388,              0.0001388
                     96,                  1.732,                 3.3033,                0.96108,                0.97954,                      1,                  0.995,                0.39358,                 2.1174,                 3.2877,                 1.5444,               0.000119,               0.000119,               0.000119
                     97,                 1.7231,                 2.7578,                  1.142,                0.97954,                      1,                  0.995,                0.39358,                 2.1174,                 3.2877,                 1.5444,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.8633,                 3.2395,                 1.1624,                0.97385,                      1,                  0.995,                0.41902,                 2.1078,                 3.2041,                 1.5321,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.6663,                  2.774,                  1.063,                0.97385,                      1,                  0.995,                0.41902,                 2.1078,                 3.2041,                 1.5321,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                  1.857,                 3.0763,                 1.1684,                0.98635,                      1,                  0.995,                0.41902,                 2.1031,                 3.1417,                 1.5261,               3.98e-05,               3.98e-05,               3.98e-05
