                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.38067,                 115.42,                0.62115,                      0,                      0,                      0,                      0,                 6.9739,                 32.902,                 4.1603,                  2e-05,                  2e-05,                  2e-05
                      2,                 2.3681,                 114.73,                 3.7379,                      0,                      0,                      0,                      0,                 6.9741,                 32.954,                 4.1617,               3.03e-05,               3.03e-05,               3.03e-05
